Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Denmark,Denmark,DK,105.46,152.55,86.01,83.86,entsoe.eu,false,
2023-01-01 01:00:00,Denmark,Denmark,DK,110.51,159.72,85.34,83.15,entsoe.eu,false,
2023-01-01 02:00:00,Denmark,Denmark,DK,118.77,170.46,84.39,81.85,entsoe.eu,false,
2023-01-01 03:00:00,Denmark,Denmark,DK,120.33,172.7,84.12,81.65,entsoe.eu,false,
2023-01-01 04:00:00,Denmark,Denmark,DK,121.83,174.73,83.88,81.22,entsoe.eu,false,
2023-01-01 05:00:00,Denmark,Denmark,DK,122.67,173.2,83.57,80.91,entsoe.eu,false,
2023-01-01 06:00:00,Denmark,Denmark,DK,117.75,164.39,84.48,81.94,entsoe.eu,false,
2023-01-01 07:00:00,Denmark,Denmark,DK,106.34,150.09,85.69,83.4,entsoe.eu,false,
2023-01-01 08:00:00,Denmark,Denmark,DK,94.2,136.16,87.86,85.96,entsoe.eu,false,
2023-01-01 09:00:00,Denmark,Denmark,DK,86.57,126.54,89.32,87.56,entsoe.eu,false,
2023-01-01 10:00:00,Denmark,Denmark,DK,85.87,126.32,89.44,87.66,entsoe.eu,false,
2023-01-01 11:00:00,Denmark,Denmark,DK,81.26,120.82,89.98,88.39,entsoe.eu,false,
2023-01-01 12:00:00,Denmark,Denmark,DK,97.38,138.97,88.11,86.32,entsoe.eu,false,
2023-01-01 13:00:00,Denmark,Denmark,DK,81.5,118.12,89.9,88.48,entsoe.eu,false,
2023-01-01 14:00:00,Denmark,Denmark,DK,81.46,118.86,89.78,88.58,entsoe.eu,false,
2023-01-01 15:00:00,Denmark,Denmark,DK,87.21,124.35,89.13,86.54,entsoe.eu,false,
2023-01-01 16:00:00,Denmark,Denmark,DK,94.38,134.31,88.08,84.5,entsoe.eu,false,
2023-01-01 17:00:00,Denmark,Denmark,DK,100.81,143.99,87.37,83.62,entsoe.eu,false,
2023-01-01 18:00:00,Denmark,Denmark,DK,95.15,137.9,88.31,83.89,entsoe.eu,false,
2023-01-01 19:00:00,Denmark,Denmark,DK,98.77,140.1,87.76,82.63,entsoe.eu,false,
2023-01-01 20:00:00,Denmark,Denmark,DK,96.19,139.78,88.02,83.09,entsoe.eu,false,
2023-01-01 21:00:00,Denmark,Denmark,DK,97.38,141.64,87.91,82.35,entsoe.eu,false,
2023-01-01 22:00:00,Denmark,Denmark,DK,103.6,150.15,87.06,80.18,entsoe.eu,false,
2023-01-01 23:00:00,Denmark,Denmark,DK,111.2,161.02,85.83,77.45,entsoe.eu,false,
2023-01-02 00:00:00,Denmark,Denmark,DK,132.52,185.71,83.51,74.31,entsoe.eu,false,
2023-01-02 01:00:00,Denmark,Denmark,DK,138.83,193.85,82.73,73.71,entsoe.eu,false,
2023-01-02 02:00:00,Denmark,Denmark,DK,158.13,216.32,80.27,73.74,entsoe.eu,false,
2023-01-02 03:00:00,Denmark,Denmark,DK,161.72,220.72,79.96,70.65,entsoe.eu,false,
2023-01-02 04:00:00,Denmark,Denmark,DK,185.34,252.57,77.37,70.59,entsoe.eu,false,
2023-01-02 05:00:00,Denmark,Denmark,DK,199.68,272.14,75.56,68.55,entsoe.eu,false,
2023-01-02 06:00:00,Denmark,Denmark,DK,207.3,278.58,74.21,67.3,entsoe.eu,false,
2023-01-02 07:00:00,Denmark,Denmark,DK,212.84,283.9,72.96,67.2,entsoe.eu,false,
2023-01-02 08:00:00,Denmark,Denmark,DK,218.89,291.14,72.68,68.48,entsoe.eu,false,
2023-01-02 09:00:00,Denmark,Denmark,DK,235.92,309.74,71.29,69.04,entsoe.eu,false,
2023-01-02 10:00:00,Denmark,Denmark,DK,222.83,294.39,72.22,68.75,entsoe.eu,false,
2023-01-02 11:00:00,Denmark,Denmark,DK,219.08,288.8,72.15,69.31,entsoe.eu,false,
2023-01-02 12:00:00,Denmark,Denmark,DK,223.61,292.1,71.55,69.41,entsoe.eu,false,
2023-01-02 13:00:00,Denmark,Denmark,DK,212.35,279.72,72.11,70.53,entsoe.eu,false,
2023-01-02 14:00:00,Denmark,Denmark,DK,212.78,278.76,71.82,70.31,entsoe.eu,false,
2023-01-02 15:00:00,Denmark,Denmark,DK,211.12,274.75,72.64,70.93,entsoe.eu,false,
2023-01-02 16:00:00,Denmark,Denmark,DK,205.07,266.23,73.73,72.52,entsoe.eu,false,
2023-01-02 17:00:00,Denmark,Denmark,DK,154.75,215.83,77.38,76.9,entsoe.eu,false,
2023-01-02 18:00:00,Denmark,Denmark,DK,106.5,157.47,84.06,80.31,entsoe.eu,false,
2023-01-02 19:00:00,Denmark,Denmark,DK,108.91,159.45,84.26,82.07,entsoe.eu,false,
2023-01-02 20:00:00,Denmark,Denmark,DK,106.0,155.01,84.58,83.21,entsoe.eu,false,
2023-01-02 21:00:00,Denmark,Denmark,DK,94.72,142.83,86.22,84.59,entsoe.eu,false,
2023-01-02 22:00:00,Denmark,Denmark,DK,96.15,145.36,86.01,84.54,entsoe.eu,false,
2023-01-02 23:00:00,Denmark,Denmark,DK,115.26,164.55,84.44,82.85,entsoe.eu,false,
2023-01-03 00:00:00,Denmark,Denmark,DK,129.3,180.09,83.27,81.57,entsoe.eu,false,
2023-01-03 01:00:00,Denmark,Denmark,DK,108.64,160.69,85.37,83.95,entsoe.eu,false,
2023-01-03 02:00:00,Denmark,Denmark,DK,108.53,163.0,85.19,83.67,entsoe.eu,false,
2023-01-03 03:00:00,Denmark,Denmark,DK,123.66,180.37,83.62,81.96,entsoe.eu,false,
2023-01-03 04:00:00,Denmark,Denmark,DK,119.86,179.23,83.31,81.57,entsoe.eu,false,
2023-01-03 05:00:00,Denmark,Denmark,DK,135.63,197.11,80.18,75.48,entsoe.eu,false,
2023-01-03 06:00:00,Denmark,Denmark,DK,128.26,189.79,80.51,75.14,entsoe.eu,false,
2023-01-03 07:00:00,Denmark,Denmark,DK,137.04,203.77,79.19,73.47,entsoe.eu,false,
2023-01-03 08:00:00,Denmark,Denmark,DK,148.38,219.95,77.23,72.14,entsoe.eu,false,
2023-01-03 09:00:00,Denmark,Denmark,DK,153.09,224.98,76.62,72.18,entsoe.eu,false,
2023-01-03 10:00:00,Denmark,Denmark,DK,155.27,231.36,76.25,72.14,entsoe.eu,false,
2023-01-03 11:00:00,Denmark,Denmark,DK,149.02,224.8,77.51,73.33,entsoe.eu,false,
2023-01-03 12:00:00,Denmark,Denmark,DK,192.3,276.73,71.06,67.65,entsoe.eu,false,
2023-01-03 13:00:00,Denmark,Denmark,DK,158.22,241.05,75.26,68.78,entsoe.eu,false,
2023-01-03 14:00:00,Denmark,Denmark,DK,179.41,265.68,71.67,66.94,entsoe.eu,false,
2023-01-03 15:00:00,Denmark,Denmark,DK,171.56,255.95,73.62,68.76,entsoe.eu,false,
2023-01-03 16:00:00,Denmark,Denmark,DK,145.77,222.69,77.1,71.38,entsoe.eu,false,
2023-01-03 17:00:00,Denmark,Denmark,DK,163.36,241.79,74.72,71.03,entsoe.eu,false,
2023-01-03 18:00:00,Denmark,Denmark,DK,162.89,234.91,75.83,73.26,entsoe.eu,false,
2023-01-03 19:00:00,Denmark,Denmark,DK,197.82,277.37,71.61,70.78,entsoe.eu,false,
2023-01-03 20:00:00,Denmark,Denmark,DK,190.24,261.86,73.73,72.53,entsoe.eu,false,
2023-01-03 21:00:00,Denmark,Denmark,DK,163.29,230.87,77.83,76.82,entsoe.eu,false,
2023-01-03 22:00:00,Denmark,Denmark,DK,144.04,204.2,79.86,78.6,entsoe.eu,false,
2023-01-03 23:00:00,Denmark,Denmark,DK,122.59,173.46,82.77,81.32,entsoe.eu,false,
2023-01-04 00:00:00,Denmark,Denmark,DK,101.69,149.02,85.41,84.07,entsoe.eu,false,
2023-01-04 01:00:00,Denmark,Denmark,DK,94.25,134.24,86.4,85.13,entsoe.eu,false,
2023-01-04 02:00:00,Denmark,Denmark,DK,88.13,126.77,87.4,85.92,entsoe.eu,false,
2023-01-04 03:00:00,Denmark,Denmark,DK,85.29,123.01,87.76,86.29,entsoe.eu,false,
2023-01-04 04:00:00,Denmark,Denmark,DK,81.9,120.75,88.33,87.15,entsoe.eu,false,
2023-01-04 05:00:00,Denmark,Denmark,DK,81.55,121.72,89.0,88.23,entsoe.eu,false,
2023-01-04 06:00:00,Denmark,Denmark,DK,87.79,130.97,88.5,87.82,entsoe.eu,false,
2023-01-04 07:00:00,Denmark,Denmark,DK,105.72,155.86,86.85,86.04,entsoe.eu,false,
2023-01-04 08:00:00,Denmark,Denmark,DK,106.65,155.95,86.73,85.96,entsoe.eu,false,
2023-01-04 09:00:00,Denmark,Denmark,DK,103.59,153.23,86.68,85.88,entsoe.eu,false,
2023-01-04 10:00:00,Denmark,Denmark,DK,100.98,148.56,87.35,86.55,entsoe.eu,false,
2023-01-04 11:00:00,Denmark,Denmark,DK,100.25,144.98,87.23,86.54,entsoe.eu,false,
2023-01-04 12:00:00,Denmark,Denmark,DK,99.26,144.79,86.94,86.22,entsoe.eu,false,
2023-01-04 13:00:00,Denmark,Denmark,DK,96.82,141.92,87.29,86.62,entsoe.eu,false,
2023-01-04 14:00:00,Denmark,Denmark,DK,99.64,144.7,87.15,86.32,entsoe.eu,false,
2023-01-04 15:00:00,Denmark,Denmark,DK,100.14,144.87,87.47,86.7,entsoe.eu,false,
2023-01-04 16:00:00,Denmark,Denmark,DK,97.98,142.92,87.94,87.32,entsoe.eu,false,
2023-01-04 17:00:00,Denmark,Denmark,DK,94.44,139.05,88.01,87.4,entsoe.eu,false,
2023-01-04 18:00:00,Denmark,Denmark,DK,93.05,134.99,88.29,87.57,entsoe.eu,false,
2023-01-04 19:00:00,Denmark,Denmark,DK,93.19,133.81,88.2,87.4,entsoe.eu,false,
2023-01-04 20:00:00,Denmark,Denmark,DK,91.53,131.47,88.63,87.78,entsoe.eu,false,
2023-01-04 21:00:00,Denmark,Denmark,DK,91.14,130.29,88.66,87.83,entsoe.eu,false,
2023-01-04 22:00:00,Denmark,Denmark,DK,97.28,135.37,88.1,87.08,entsoe.eu,false,
2023-01-04 23:00:00,Denmark,Denmark,DK,101.3,140.55,87.95,86.74,entsoe.eu,false,
2023-01-05 00:00:00,Denmark,Denmark,DK,98.37,137.46,88.47,87.19,entsoe.eu,false,
2023-01-05 01:00:00,Denmark,Denmark,DK,98.64,137.79,88.39,87.09,entsoe.eu,false,
2023-01-05 02:00:00,Denmark,Denmark,DK,92.99,131.78,88.86,87.73,entsoe.eu,false,
2023-01-05 03:00:00,Denmark,Denmark,DK,99.7,141.56,88.35,87.1,entsoe.eu,false,
2023-01-05 04:00:00,Denmark,Denmark,DK,102.54,146.08,87.89,86.68,entsoe.eu,false,
2023-01-05 05:00:00,Denmark,Denmark,DK,94.66,141.54,88.21,87.29,entsoe.eu,false,
2023-01-05 06:00:00,Denmark,Denmark,DK,103.19,156.12,86.55,85.85,entsoe.eu,false,
2023-01-05 07:00:00,Denmark,Denmark,DK,113.11,171.62,84.64,82.38,entsoe.eu,false,
2023-01-05 08:00:00,Denmark,Denmark,DK,130.65,194.9,81.77,79.54,entsoe.eu,false,
2023-01-05 09:00:00,Denmark,Denmark,DK,145.97,212.35,80.1,77.5,entsoe.eu,false,
2023-01-05 10:00:00,Denmark,Denmark,DK,161.74,232.67,77.72,74.97,entsoe.eu,false,
2023-01-05 11:00:00,Denmark,Denmark,DK,184.8,259.95,74.88,72.28,entsoe.eu,false,
2023-01-05 12:00:00,Denmark,Denmark,DK,206.68,288.39,71.37,69.06,entsoe.eu,false,
2023-01-05 13:00:00,Denmark,Denmark,DK,211.69,294.63,70.65,65.91,entsoe.eu,false,
2023-01-05 14:00:00,Denmark,Denmark,DK,203.97,287.62,70.65,61.99,entsoe.eu,false,
2023-01-05 15:00:00,Denmark,Denmark,DK,188.57,277.35,70.36,62.42,entsoe.eu,false,
2023-01-05 16:00:00,Denmark,Denmark,DK,225.66,313.27,69.31,62.55,entsoe.eu,false,
2023-01-05 17:00:00,Denmark,Denmark,DK,194.19,282.45,71.12,64.73,entsoe.eu,false,
2023-01-05 18:00:00,Denmark,Denmark,DK,164.08,249.43,74.52,66.54,entsoe.eu,false,
2023-01-05 19:00:00,Denmark,Denmark,DK,158.87,242.91,75.07,65.96,entsoe.eu,false,
2023-01-05 20:00:00,Denmark,Denmark,DK,154.77,235.02,76.12,65.99,entsoe.eu,false,
2023-01-05 21:00:00,Denmark,Denmark,DK,126.88,200.18,80.48,71.29,entsoe.eu,false,
2023-01-05 22:00:00,Denmark,Denmark,DK,125.72,203.54,80.89,76.87,entsoe.eu,false,
2023-01-05 23:00:00,Denmark,Denmark,DK,96.98,165.84,86.16,80.61,entsoe.eu,false,
2023-01-06 00:00:00,Denmark,Denmark,DK,92.29,155.05,87.14,82.64,entsoe.eu,false,
2023-01-06 01:00:00,Denmark,Denmark,DK,84.72,140.83,87.59,84.77,entsoe.eu,false,
2023-01-06 02:00:00,Denmark,Denmark,DK,82.26,135.42,87.79,87.16,entsoe.eu,false,
2023-01-06 03:00:00,Denmark,Denmark,DK,76.13,123.07,88.68,88.11,entsoe.eu,false,
2023-01-06 04:00:00,Denmark,Denmark,DK,81.22,125.91,88.09,87.55,entsoe.eu,false,
2023-01-06 05:00:00,Denmark,Denmark,DK,70.63,116.52,89.75,89.23,entsoe.eu,false,
2023-01-06 06:00:00,Denmark,Denmark,DK,72.79,119.62,88.87,87.53,entsoe.eu,false,
2023-01-06 07:00:00,Denmark,Denmark,DK,68.94,116.78,89.91,88.23,entsoe.eu,false,
2023-01-06 08:00:00,Denmark,Denmark,DK,72.73,122.56,88.82,86.74,entsoe.eu,false,
2023-01-06 09:00:00,Denmark,Denmark,DK,87.74,139.88,87.17,84.24,entsoe.eu,false,
2023-01-06 10:00:00,Denmark,Denmark,DK,99.2,154.93,86.17,83.24,entsoe.eu,false,
2023-01-06 11:00:00,Denmark,Denmark,DK,100.06,156.85,86.17,83.47,entsoe.eu,false,
2023-01-06 12:00:00,Denmark,Denmark,DK,105.92,165.42,85.31,82.65,entsoe.eu,false,
2023-01-06 13:00:00,Denmark,Denmark,DK,94.2,152.01,86.28,83.54,entsoe.eu,false,
2023-01-06 14:00:00,Denmark,Denmark,DK,100.68,154.5,85.55,83.02,entsoe.eu,false,
2023-01-06 15:00:00,Denmark,Denmark,DK,91.24,145.13,86.6,81.98,entsoe.eu,false,
2023-01-06 16:00:00,Denmark,Denmark,DK,84.18,136.55,87.16,80.68,entsoe.eu,false,
2023-01-06 17:00:00,Denmark,Denmark,DK,73.1,124.41,88.24,81.56,entsoe.eu,false,
2023-01-06 18:00:00,Denmark,Denmark,DK,72.39,125.76,88.89,81.61,entsoe.eu,false,
2023-01-06 19:00:00,Denmark,Denmark,DK,79.42,134.0,87.58,80.01,entsoe.eu,false,
2023-01-06 20:00:00,Denmark,Denmark,DK,91.67,148.16,86.39,78.22,entsoe.eu,false,
2023-01-06 21:00:00,Denmark,Denmark,DK,92.38,150.61,86.26,77.55,entsoe.eu,false,
2023-01-06 22:00:00,Denmark,Denmark,DK,96.54,154.95,85.68,76.57,entsoe.eu,false,
2023-01-06 23:00:00,Denmark,Denmark,DK,119.63,185.64,83.13,75.89,entsoe.eu,false,
2023-01-07 00:00:00,Denmark,Denmark,DK,126.95,193.06,81.25,72.65,entsoe.eu,false,
2023-01-07 01:00:00,Denmark,Denmark,DK,135.73,199.77,80.42,71.86,entsoe.eu,false,
2023-01-07 02:00:00,Denmark,Denmark,DK,139.2,200.28,80.45,71.07,entsoe.eu,false,
2023-01-07 03:00:00,Denmark,Denmark,DK,121.59,177.99,82.45,73.06,entsoe.eu,false,
2023-01-07 04:00:00,Denmark,Denmark,DK,117.48,174.7,82.57,74.34,entsoe.eu,false,
2023-01-07 05:00:00,Denmark,Denmark,DK,113.53,172.94,82.95,75.11,entsoe.eu,false,
2023-01-07 06:00:00,Denmark,Denmark,DK,112.19,172.13,82.94,75.48,entsoe.eu,false,
2023-01-07 07:00:00,Denmark,Denmark,DK,118.37,182.78,82.54,75.26,entsoe.eu,false,
2023-01-07 08:00:00,Denmark,Denmark,DK,109.55,171.65,84.82,78.76,entsoe.eu,false,
2023-01-07 09:00:00,Denmark,Denmark,DK,106.54,167.48,85.6,79.57,entsoe.eu,false,
2023-01-07 10:00:00,Denmark,Denmark,DK,101.6,161.16,86.31,80.28,entsoe.eu,false,
2023-01-07 11:00:00,Denmark,Denmark,DK,91.35,148.77,86.93,81.94,entsoe.eu,false,
2023-01-07 12:00:00,Denmark,Denmark,DK,90.54,146.89,86.84,82.36,entsoe.eu,false,
2023-01-07 13:00:00,Denmark,Denmark,DK,98.51,153.93,86.04,81.31,entsoe.eu,false,
2023-01-07 14:00:00,Denmark,Denmark,DK,107.97,166.26,85.75,80.37,entsoe.eu,false,
2023-01-07 15:00:00,Denmark,Denmark,DK,111.89,169.28,85.6,79.68,entsoe.eu,false,
2023-01-07 16:00:00,Denmark,Denmark,DK,113.86,171.61,85.5,79.1,entsoe.eu,false,
2023-01-07 17:00:00,Denmark,Denmark,DK,102.5,156.96,86.39,80.89,entsoe.eu,false,
2023-01-07 18:00:00,Denmark,Denmark,DK,93.68,147.88,87.21,83.44,entsoe.eu,false,
2023-01-07 19:00:00,Denmark,Denmark,DK,86.96,139.43,88.23,86.01,entsoe.eu,false,
2023-01-07 20:00:00,Denmark,Denmark,DK,83.36,132.45,88.72,87.54,entsoe.eu,false,
2023-01-07 21:00:00,Denmark,Denmark,DK,80.19,124.2,88.65,87.41,entsoe.eu,false,
2023-01-07 22:00:00,Denmark,Denmark,DK,82.9,125.3,88.85,87.52,entsoe.eu,false,
2023-01-07 23:00:00,Denmark,Denmark,DK,74.74,114.86,89.41,87.84,entsoe.eu,false,
2023-01-08 00:00:00,Denmark,Denmark,DK,70.48,109.19,90.13,88.28,entsoe.eu,false,
2023-01-08 01:00:00,Denmark,Denmark,DK,69.29,107.69,90.12,88.35,entsoe.eu,false,
2023-01-08 02:00:00,Denmark,Denmark,DK,70.5,109.09,89.91,87.77,entsoe.eu,false,
2023-01-08 03:00:00,Denmark,Denmark,DK,65.21,103.38,90.44,88.6,entsoe.eu,false,
2023-01-08 04:00:00,Denmark,Denmark,DK,58.54,97.52,91.1,89.91,entsoe.eu,false,
2023-01-08 05:00:00,Denmark,Denmark,DK,61.67,102.55,90.91,89.79,entsoe.eu,false,
2023-01-08 06:00:00,Denmark,Denmark,DK,58.84,100.34,92.06,87.94,entsoe.eu,false,
2023-01-08 07:00:00,Denmark,Denmark,DK,72.2,116.18,90.6,83.94,entsoe.eu,false,
2023-01-08 08:00:00,Denmark,Denmark,DK,74.48,126.49,89.97,83.93,entsoe.eu,false,
2023-01-08 09:00:00,Denmark,Denmark,DK,77.75,133.32,89.35,82.7,entsoe.eu,false,
2023-01-08 10:00:00,Denmark,Denmark,DK,82.59,134.75,88.72,82.42,entsoe.eu,false,
2023-01-08 11:00:00,Denmark,Denmark,DK,79.57,135.52,88.83,82.22,entsoe.eu,false,
2023-01-08 12:00:00,Denmark,Denmark,DK,81.7,135.87,88.5,81.16,entsoe.eu,false,
2023-01-08 13:00:00,Denmark,Denmark,DK,86.79,144.18,87.75,80.25,entsoe.eu,false,
2023-01-08 14:00:00,Denmark,Denmark,DK,89.03,148.89,86.16,79.14,entsoe.eu,false,
2023-01-08 15:00:00,Denmark,Denmark,DK,93.24,156.32,85.72,79.75,entsoe.eu,false,
2023-01-08 16:00:00,Denmark,Denmark,DK,84.39,144.59,87.14,79.84,entsoe.eu,false,
2023-01-08 17:00:00,Denmark,Denmark,DK,92.42,155.15,86.2,80.04,entsoe.eu,false,
2023-01-08 18:00:00,Denmark,Denmark,DK,101.31,163.87,85.52,79.0,entsoe.eu,false,
2023-01-08 19:00:00,Denmark,Denmark,DK,111.85,173.69,85.1,78.04,entsoe.eu,false,
2023-01-08 20:00:00,Denmark,Denmark,DK,120.69,181.81,84.39,76.75,entsoe.eu,false,
2023-01-08 21:00:00,Denmark,Denmark,DK,108.84,167.11,85.49,76.53,entsoe.eu,false,
2023-01-08 22:00:00,Denmark,Denmark,DK,114.64,169.95,85.1,75.93,entsoe.eu,false,
2023-01-08 23:00:00,Denmark,Denmark,DK,109.26,160.64,85.78,76.68,entsoe.eu,false,
2023-01-09 00:00:00,Denmark,Denmark,DK,107.13,159.4,85.07,76.51,entsoe.eu,false,
2023-01-09 01:00:00,Denmark,Denmark,DK,126.58,179.12,82.7,77.48,entsoe.eu,false,
2023-01-09 02:00:00,Denmark,Denmark,DK,141.11,192.63,81.0,77.4,entsoe.eu,false,
2023-01-09 03:00:00,Denmark,Denmark,DK,156.75,209.73,79.1,75.3,entsoe.eu,false,
2023-01-09 04:00:00,Denmark,Denmark,DK,114.02,168.47,83.01,79.45,entsoe.eu,false,
2023-01-09 05:00:00,Denmark,Denmark,DK,104.64,162.28,84.18,76.12,entsoe.eu,false,
2023-01-09 06:00:00,Denmark,Denmark,DK,99.95,160.48,85.19,77.18,entsoe.eu,false,
2023-01-09 07:00:00,Denmark,Denmark,DK,118.91,185.34,82.24,75.26,entsoe.eu,false,
2023-01-09 08:00:00,Denmark,Denmark,DK,113.9,184.29,82.78,76.62,entsoe.eu,false,
2023-01-09 09:00:00,Denmark,Denmark,DK,100.31,167.22,84.79,76.93,entsoe.eu,false,
2023-01-09 10:00:00,Denmark,Denmark,DK,101.78,169.57,84.52,75.89,entsoe.eu,false,
2023-01-09 11:00:00,Denmark,Denmark,DK,116.61,186.58,82.77,73.85,entsoe.eu,false,
2023-01-09 12:00:00,Denmark,Denmark,DK,115.68,183.57,82.9,74.01,entsoe.eu,false,
2023-01-09 13:00:00,Denmark,Denmark,DK,113.8,181.43,82.86,74.21,entsoe.eu,false,
2023-01-09 14:00:00,Denmark,Denmark,DK,127.09,200.31,80.55,72.03,entsoe.eu,false,
2023-01-09 15:00:00,Denmark,Denmark,DK,119.2,193.72,81.66,72.82,entsoe.eu,false,
2023-01-09 16:00:00,Denmark,Denmark,DK,121.16,196.05,81.07,72.4,entsoe.eu,false,
2023-01-09 17:00:00,Denmark,Denmark,DK,125.91,203.52,80.35,71.96,entsoe.eu,false,
2023-01-09 18:00:00,Denmark,Denmark,DK,127.3,203.21,80.17,71.95,entsoe.eu,false,
2023-01-09 19:00:00,Denmark,Denmark,DK,129.18,205.13,80.42,72.58,entsoe.eu,false,
2023-01-09 20:00:00,Denmark,Denmark,DK,129.11,203.46,80.98,73.28,entsoe.eu,false,
2023-01-09 21:00:00,Denmark,Denmark,DK,146.23,221.7,79.19,70.13,entsoe.eu,false,
2023-01-09 22:00:00,Denmark,Denmark,DK,158.18,236.15,78.03,69.05,entsoe.eu,false,
2023-01-09 23:00:00,Denmark,Denmark,DK,177.49,252.12,78.19,68.01,entsoe.eu,false,
2023-01-10 00:00:00,Denmark,Denmark,DK,200.66,277.9,76.31,67.15,entsoe.eu,false,
2023-01-10 01:00:00,Denmark,Denmark,DK,188.49,259.5,77.45,66.94,entsoe.eu,false,
2023-01-10 02:00:00,Denmark,Denmark,DK,163.46,229.66,78.25,68.38,entsoe.eu,false,
2023-01-10 03:00:00,Denmark,Denmark,DK,160.94,230.37,78.05,70.96,entsoe.eu,false,
2023-01-10 04:00:00,Denmark,Denmark,DK,153.14,232.93,78.7,73.09,entsoe.eu,false,
2023-01-10 05:00:00,Denmark,Denmark,DK,137.22,209.02,79.85,71.12,entsoe.eu,false,
2023-01-10 06:00:00,Denmark,Denmark,DK,143.35,215.86,78.43,72.51,entsoe.eu,false,
2023-01-10 07:00:00,Denmark,Denmark,DK,145.86,218.11,77.78,72.68,entsoe.eu,false,
2023-01-10 08:00:00,Denmark,Denmark,DK,131.71,204.28,79.4,73.61,entsoe.eu,false,
2023-01-10 09:00:00,Denmark,Denmark,DK,124.32,194.61,80.35,73.82,entsoe.eu,false,
2023-01-10 10:00:00,Denmark,Denmark,DK,140.95,209.15,79.05,73.87,entsoe.eu,false,
2023-01-10 11:00:00,Denmark,Denmark,DK,129.26,198.05,80.53,74.48,entsoe.eu,false,
2023-01-10 12:00:00,Denmark,Denmark,DK,134.68,199.65,81.03,74.03,entsoe.eu,false,
2023-01-10 13:00:00,Denmark,Denmark,DK,128.64,194.9,81.91,75.09,entsoe.eu,false,
2023-01-10 14:00:00,Denmark,Denmark,DK,127.54,187.57,82.17,74.57,entsoe.eu,false,
2023-01-10 15:00:00,Denmark,Denmark,DK,98.06,157.54,84.65,76.7,entsoe.eu,false,
2023-01-10 16:00:00,Denmark,Denmark,DK,99.15,155.49,85.1,79.26,entsoe.eu,false,
2023-01-10 17:00:00,Denmark,Denmark,DK,89.45,140.39,86.45,80.73,entsoe.eu,false,
2023-01-10 18:00:00,Denmark,Denmark,DK,99.33,150.18,85.85,82.9,entsoe.eu,false,
2023-01-10 19:00:00,Denmark,Denmark,DK,104.29,154.67,86.12,83.57,entsoe.eu,false,
2023-01-10 20:00:00,Denmark,Denmark,DK,76.39,126.53,89.74,88.17,entsoe.eu,false,
2023-01-10 21:00:00,Denmark,Denmark,DK,70.95,118.39,90.28,90.1,entsoe.eu,false,
2023-01-10 22:00:00,Denmark,Denmark,DK,67.1,104.81,90.72,90.37,entsoe.eu,false,
2023-01-10 23:00:00,Denmark,Denmark,DK,67.28,102.5,90.55,89.77,entsoe.eu,false,
2023-01-11 00:00:00,Denmark,Denmark,DK,63.2,98.47,90.79,89.75,entsoe.eu,false,
2023-01-11 01:00:00,Denmark,Denmark,DK,66.72,102.35,90.81,89.67,entsoe.eu,false,
2023-01-11 02:00:00,Denmark,Denmark,DK,74.57,111.42,89.72,88.15,entsoe.eu,false,
2023-01-11 03:00:00,Denmark,Denmark,DK,75.12,112.25,89.47,87.98,entsoe.eu,false,
2023-01-11 04:00:00,Denmark,Denmark,DK,71.02,109.87,89.97,88.95,entsoe.eu,false,
2023-01-11 05:00:00,Denmark,Denmark,DK,70.08,113.52,90.29,89.77,entsoe.eu,false,
2023-01-11 06:00:00,Denmark,Denmark,DK,72.14,119.41,90.09,88.72,entsoe.eu,false,
2023-01-11 07:00:00,Denmark,Denmark,DK,80.23,129.99,88.62,85.78,entsoe.eu,false,
2023-01-11 08:00:00,Denmark,Denmark,DK,79.75,130.08,89.12,83.94,entsoe.eu,false,
2023-01-11 09:00:00,Denmark,Denmark,DK,86.39,136.9,87.54,81.97,entsoe.eu,false,
2023-01-11 10:00:00,Denmark,Denmark,DK,95.22,148.32,86.58,82.77,entsoe.eu,false,
2023-01-11 11:00:00,Denmark,Denmark,DK,95.52,148.22,86.86,83.57,entsoe.eu,false,
2023-01-11 12:00:00,Denmark,Denmark,DK,80.38,131.85,88.79,85.01,entsoe.eu,false,
2023-01-11 13:00:00,Denmark,Denmark,DK,96.45,149.07,86.74,82.41,entsoe.eu,false,
2023-01-11 14:00:00,Denmark,Denmark,DK,107.35,160.42,85.65,81.24,entsoe.eu,false,
2023-01-11 15:00:00,Denmark,Denmark,DK,111.89,164.33,85.02,78.76,entsoe.eu,false,
2023-01-11 16:00:00,Denmark,Denmark,DK,96.24,142.69,86.68,80.21,entsoe.eu,false,
2023-01-11 17:00:00,Denmark,Denmark,DK,92.02,138.88,86.82,81.69,entsoe.eu,false,
2023-01-11 18:00:00,Denmark,Denmark,DK,80.49,128.71,88.3,84.48,entsoe.eu,false,
2023-01-11 19:00:00,Denmark,Denmark,DK,72.73,119.84,89.32,85.71,entsoe.eu,false,
2023-01-11 20:00:00,Denmark,Denmark,DK,63.75,111.86,90.91,87.89,entsoe.eu,false,
2023-01-11 21:00:00,Denmark,Denmark,DK,58.85,103.66,91.64,88.58,entsoe.eu,false,
